Indonesian	Minangkabau
Kemampuan belajar dan berkembang bersama menjadikan manusia semakin pintar dan lebih baik dalam berinteraksi dengan orang lain, sedangkan ketiadaan komunikasi dan keengganan belajar mau tidak mau akan menjadikan manusia terkucilkan dan terpinggirkan dari lingkungan sosialnya.	Kaum mamak mamintuo jua anik lado manyaloakan adat dan budayo sapampang kaleharian, nan kaitik pulo banyak pihak manjaga adat mutuak kan manyampakkan susah nak jugou ho cacangkok musibah.
Hari ini saya akan pergi ke pasar untuk membeli beras, sayuran, dan buah-buahan segar, lalu pulang dan memasak makanan yang lezat untuk keluarga saya.	Hari ini adiak akan baliak ka pasar untuak mameli beras, sayuran, nan buah-buahan baruah, badia baliak lalu goreng minangkabau nan siriah untuk mamakik adiaknan.
Hari ini saya bangun pagi-pagi dan langsung mandi, kemudian sarapan dengan nasi goreng dan telur dadar, lalu berangkat ke kantor dengan menggunakan kendaraan pribadi.	Hari ini saya bangun macak-macak dan segek wuduk amo putaih, lalu mangan sarapan baih nasi goreng kaciang omelette, sapanjangndak ka kantor angkut suto pribadi.
Saya suka makan nasi goreng, mie goreng, dan pecel Lele saat makan malam di restoran, dan juga suka menonton film aksi, komedi, dan horor saat liburan di rumah.	Saya mambuek suka makan nasi goreng, mie goreng, dan pecel Lele salam makan malam di rumah makan, dan juo suka tontonan film aksi, komedi, dan horor salam urang tau dalam rumah siang maren.
Ketika saya sedang berjalan ke pasar, saya melihat banyak orang yang sibuk beraktivitas, banyak pedagang yang menawarkan dagangan mereka dengan suara lantang, banyak kendaraan yang berjalan dengan cepat di jalan raya, dan banyak warga yang saling sapa dan bertegur sapa dengan ramah.	Sabalumia aku maralalok ka pasor, aku mancari banyok urang nan rancak mambuek aktivitas, banyok pedagang nan mangeliakka barangan ka ndakik pandebulan dangan suara glondong, banyok ropiang nan mambarek jo cepat di jalan raya, bagi-bagi panduko nan magenggakan jo randangan dangan ramah.
Seorang pemuda yang tampan dan pintar sedang menyelesaikan tugas akhirnya di perguruan tinggi dengan tekun dan rajin, sementara ibu muda yang cantik dan gigih sedang mengurus usaha keluarganya dengan penuh semangat dan optimisme.	Datuak yang gagah perkasa dan bijaksana sedang menjalankan tugas kepemimpinannya di Nagari dengan tegas dan adil, sementara nan gadang yang indah dan bijak sedang memimpin kelompok pengajian dengan penuh kearifan dan kesabaran.
Semakin sering saya belajar, semakin banyak pengetahuan yang saya dapatkan.	Makin sukai aa belaja, makin banyak ilmuu yo ka di dapatkan.
"""Kegiatan olahraga seperti lari, berenang, bersepeda, dan angkat beban dapat meningkatkan kesehatan tubuh dan memberikan kepuasan secara mental dan emosional pada individu yang mengikutinya."""	"""Kaniek rifokan manga olahrago saperti mujai, kubang, bersepeda, jo mgangkat bebannya, alah maningkatkan kasehatan tuboh jo jugo mambayuang puaso nan mental jo amosi pada orang yong jadinyo acokkon."""
Setiap orang di dunia ini memiliki hak yang sama untuk hidup di dunia yang damai, sejahtera, dan berkeadilan dalam segala hal seperti hak atas pendidikan, kesehatan, pangan, dan tempat tinggal.	Sabalunyo orang di dunia ini adolah mampunyo hak nan samo unggal tigo-tigo yaitu adolah hak untuk hidup di dunia jo aman, sehat mudo, dan adil dalam sarato hal, ka-jua hak nan samo ka-inda laih nan samo kato, ka-tigo, ka-kampuang.
Ketika aku bangun pagi dan melihat matahari terbit, saya merasa bersemangat untuk memulai hari ini dengan produktifitas yang tinggi, melakukan segala sesuatu dengan sebaik mungkin, belajar hal baru yang berguna, berolahraga secara rutin, menghindari hal-hal yang merugikan diri sendiri dan orang lain, serta menjalin hubungan yang baik dengan semua orang di sekitar saya.	Barapo ado indak ka malapeh sebelum matahari tabaek, kakonyo raso niat sajo baiah ngaranchakkan hariku kayu lamo, ngambatikkan hal-hal nang sabana, mangoncang da irama nan berbakat, manghindari ambo (diri) dari ngaliangkan hal-hal yiang takurugian nanokajoik, serta mangumpulkan huakyo yang indak baasa dengan sampeyan samua nang bawahuyo.
Kita harus selalu bersikap jujur, terus belajar dan memperluas wawasan, menghormati hak orang lain, serta menghargai perbedaan sebagai kekayaan kehidupan.	Kito kudu sado mulo jujur, sado urang tuah suak dan kato, sado merenpong hak orang lai, dan sado perhargo perbedaan sabagai kekayaan hidup.
Sekarang ini, kita harus memperhatikan kesehatan tubuh kita dengan menerapkan pola hidup sehat seperti rutin berolahraga, menjaga pola makan yang seimbang, dan selalu mengonsumsi makanan dan minuman yang bergizi.	Sadonyo, kito mangharayo mamikirkan kasehatan badan kito dengan marugihakan adat hobat sehat kaya adat nyo merajin kabiah, mancari adat makanan nan seimbang, dan selalu mamamakai hobat nan berghizi.
Meskipun cuaca panas, angin kencang, dan udara terasa lembap, para pengunjung tetap antusias mengunjungi pantai yang indah, memancing ikan yang melimpah, dan bermain di pasir putih yang lembut.	Hiruk-pikuk lako-lako panas, angin sambuang, saluangnyo bien-kucang, ariah pahitua masih ramai mandiang di pinggan pantai yang putiah jan bamo lantak, mencari kabau nan manyuk, jan mainan di tanah putiah nan celaq.
Hari ini, saya bangun pagi-pagi dan langsung membersihkan kamar, kemudian saya mandi dan berpakaian, lalu sarapan pagi dan pergi ke kantor untuk memulai aktivitas harian saya.	Hari ini, sadonyo kaki kito subuh-subuh panggilan toh, soalnyo kito kaingetan mangguno kamar, pulo kito masuak sorai dan nyanjuek jua, lapeh kito mamaju aieh-maju, dan akhirnyo kito basuo ka kantor untuk mulai ambeik urang juo.
Ayah saya selalu memasak nasi goreng yang lezat, sedangkan ibu saya selalu memasak soto ayam yang lembut dan gurih dengan kuah yang meresap ke dalam daging ayam, adik saya senang bermain bola di lapangan, kakak saya suka membaca buku sejarah, dan saya sendiri senang menonton film horror di akhir pekan.	Babako kaki sayo sikampong suka makaika lado ijo, babako mamak sayo kaki rantau suka makaika rendang, adiko sayo maiai bola di lapangan, ankko sayo jo maiai bace pusteko, jo sayo subaiknyo nanonton pilm mambusuang di kawasan akhir minggu.
.Semakin hari, semakin banyak orang yang menggunakan teknologi digital untuk mempermudah hidup mereka dan semakin berkembang pula penggunaan internet di seluruh penjuru dunia.	.Lamak ka lamak, lamak ka banyakkannya orang nan mampakai teknologi digital untuak mambantu urang nan indak susah dan semakin berkembang pula guno internet di sajauah jaguang dunia.
Di tengah pandemi ini, kita harus memperhatikan kesehatan dengan memakai masker, menjaga jarak, mencuci tangan, dan menghindari kerumunan, agar tidak terpapar virus corona.	Di tangan pandemi nan anyak ingkek this, katiko cekik tulundok jantuang adolah pahamakan kasanak jo makehkan movo kacek, maregekkan tilluak, mlapehkankan tangan, jo minangken mituangan, supaya durian candaan virus corona ado dapek.
Saya suka makan nasi goreng yang dihidangkan dengan ayam goreng krispi yang renyah di atasnya, ditemani segelas air es jeruk yang menyejukkan dan sambil menonton film favorit di televisi.	Saya sukoh makok nan tu lauk nasi lemak iko iko suek saratik dangan ite-itek ayam krispi nan panggongonyo melekat, pakai teh sarabuak nan mambuek segero di lidah jo selakouknyo sambil diangati film pama ketekokan di tivi.
Ketika saya sedang sibuk menyelesaikan tugas-tugas kantor, teman saya sedang bersantai-santai di pantai untuk menikmati keindahan alam dan ketika saya berjalan-jalan di supermarket, saya melihat banyak orang sibuk membeli bahan makanan dan barang-barang kebutuhan sehari-hari.	Aia duduak mambawia tugas-tugas kanthor, kawan aia duduak mangalang-alang di padang pai prayek dan aia bajalan-bajalan di pasarana, kito manyang mangkok malang-malang mamembari barang makan jo peralatan harian.
Saya suka makan nasi goreng, mie goreng, dan bakso dengan kecap manis dan sambal pedas yang sangat enak, serta saya juga gemar minum es teh manis dan jus mangga yang segar.	Sanak kalau aku sukai mangan nasi goreng, mi goreng, dan bakso dengan kecap manis dan sambal pedas nan lezeh, dan juo sanak suko minum es teh manis dan jus mangga nan segar.
.Saat ini musim hujan tiba, langit terlihat gelap dan kelembaban udara semakin meningkat, sehingga berbagai jenis tanaman menjadi subur dan segar, serta sungai-sungai di sekitar daerah menjadi lebih deras arusnya dan penuh dengan air yang mengalir deras.	.Ari ko musim ujan najan manjua, langit manyur syahput manjadi galam, kehulen nyo udaro samakin nadia, ampek lapeh berbagai jua jenis tanamo mangunkan baba lauik sarek, salamo-salamo di kawasan po yanjo manyuk bakarih aro too saruos ampek paikuen ujung.
Hari ini, saya bangun pagi-pagi dan segera mandi, kemudian sarapan nasi goreng dan kopi, setelah itu saya berangkat ke kantor dengan pesawat terbang, di sana saya mengerjakan pekerjaan saya dan berinteraksi dengan rekan kerja, pada malam hari saya pulang ke rumah dan berolahraga sejenak sebelum makan malam dan tidur.	Hari ni, aku bangun pagi-pagi nan launjoik, lalu basuaro mandi, manggajo nasi goreng jo kope, baanjuang baliak tangan jo kapalo kapalo kalau jo kantorang nan pesawat terbang, di situ aku mangaurokan kerjo, unto dipanggil suah abih, aku baliak lai jo rumah nan mangajo ampek ka maghrib, baarak tangan sikek sebelun musiat jo mamak jo tiduo.
Hari itu aku terbangun dengan terlambat dari tidur, terbawa dalam mimpi-mimpiku yang warna-warni, dan terpesona oleh sinar matahari pagi yang mengalir melalui jendela kaca.	Dina itu tabukang lah aku dari tido, terbawa dalam mimpi-mimpi bana-banji ku, dan terpasiak oleh sinar matahari pagi yang mengawang melalui jendelo kaca.
.Menghabiskan waktu dengan berolahraga, membaca buku, atau belajar sesuatu yang baru setiap hari dapat meningkatkan kesehatan fisik, kognitif, dan emosional seseorang.	.Manambuang waktu ampek maolahrago, maandangi buku, atau maovlokan sabagi lahia yo baru setiap harinyo bisa melejitkan kihilangan fisik, kognitif, dan emosional saantaro.
Ketika saya bangun pagi-pagi dan mulai bersiap-siap, saya menyadari alam sekitar mulai menjadi cerah dan indah, sehingga saya merasa termotivasi untuk melakukan aktivitas dengan semangat yang tinggi.	Bila saya bangun pagi-pagi dan mambairakan diri, saya lihat alam sekitar nyo mulai jadi ceriah dan indah, sampeyan ado raso bobo sajo, sanak-sanyak lazimnyo urang, makanya urang raso bersemangat tinggi nan giat lancar ngelakukannyo aktivitas.
Ketika saya sedang berjalan-jalan di kota besar, saya melihat gedung-gedung megah dan fasilitas yang modern dan teknologi canggih yang memudahkan kehidupan manusia di zaman ini, seperti internet dan transportasi cepat yang membantu masyarakat untuk mobilitas yang lebih efisien, serta adanya pusat perbelanjaan besar yang menawarkan berbagai macam barang dan produk dari seluruh dunia.	Aik bila aku badarat mamandang-jangok di koto bagarajo, akhekau mangaruh geduang-meguang bo padu-alo dan kaladua yang mahteknologi ta'o kariangan nu mangurgakan kikhayatan manuskia di jaman alan, tagamponyo pacekik dan ka'o toboh yg mahtulang khajo bacano manjuro kikjayan-pinggan, sabilo adonyo manganjuo-manganjuo kakapatauk nan sarato kikgaduakan baragai akua produk nu doso
Setiap harinya, saya bangun pagi-pagi sekali untuk berolahraga, mandi pagi, menggosok gigi, dan kemudian bersiap-siap untuk pergi bekerja.	Setiap harinyo, kakiak boh mah pagi-pagi nan deso untuak barolahrago, mandi pagi, mambasohon gigi, labiah disiyaro untuak parantauan rumah.
Saat ini, cuaca sedang cerah dan hangat di Jakarta, penduduk kota sedang beraktivitas di pusat perkantoran dan mal belanja, dan lalu lintas di jalan raya sedang ramai karena ada banyak kendaraan yang bergerak.	Di busuang, adiang lamak cahayo dan hangat, mamak-mamak kasie bosio di pasar dan warung, dan laluik dilintas jalan adolah rame manjaba adolah badapa yang mencokок.
Setiap hari, saya bangun pagi-pagi sekali, mandi dan makan sarapan, lalu berangkat kerja dengan mobil kesayangan saya, dan selalu memakai sabuk pengaman di perjalanan agar terhindar dari kecelakaan lalu lintas.	Setiap harinya, saya bangun waktu pagi butuik-butuik, mandi sarato makan uniak, terus siap-jalan ka kantor pake mobil camilanak, dan selalu pakai tali keselametan ti saat berkendara supoyo ampek terhindar dari kejadian tabrakan jalan raya.
Hari ini, saya memutuskan untuk pergi ke pasar untuk membeli bahan makanan, kemudian ke taman untuk berolahraga, dan akhirnya ke toko buku untuk membeli novel terbaru kesukaan saya.	Hari nan sabalunyo, andak ku mamateh pasar untuak mambarui bahan masakan, kemudian ka tanjuang untuak mancari badarek, dan akhirnyo ka toko buku untuak mambaruak noval baru nan jadi kesukuan andak.
Meski cuaca begitu panas, namun banyak orang yang tetap semangat dalam beraktivitas, bahkan ada yang berolahraga di luar rumah, memperhatikan kesehatan dengan makan makanan bergizi serta minum air putih yang cukup, serta mendukung sesama dengan memberikan donasi bagi mereka yang membutuhkan.	Sabalunyo adolah cuaca nan panas, nahati ado mancorik orang nan tetap padapek sampai-sampai adolah nan mancorik olahrago di luar rumah, mambaliakan kontan pangambok bicarak kaadilan, panjaman dipanujuangan makanan nan bergizi andurriok mancorik lapangan damo manprokek upih nan cukuak, adolah juo nan manoliak-oliakik unggik manjalo nan mandapek ampo bantuik baduo nan mancaliak.
Sinar matahari pagi ini begitu cerah, udara segar dan sejuk menyapu wajah, daun-daun pohon berkerlipan gemerlap, bunga-bunga berwarna-warni berseri, dan langit biru jernih dipenuhi awan putih.	Cahayo suriah pagi inyo begitu ngemeria, udaro segar sabana sewah malimpah wajah, daun daong panyuak berkerlipan gemerlab, bunga burak berwano-wano berseri, dan angkasa pusaro berwarno jernih dipunduoh awan putih.
.Hari ini saya akan pergi ke pasar untuk membeli sayuran segar, daging ayam yang lezat, bumbu dapur yang lengkap, dan juga mungkin beberapa kue tradisional Indonesia untuk dinikmati di sore hari.	.Hari ini aku akan mancarak ka pasa mangkuduak pasambahan sabagai tempat membeli buah-buahan pacoah, daging sapi yang sabuah, kayu akar, dan barangkali siso panganan tradisional Minangkabau untuak ngahaja saat maghrib.
Saya suka makan nasi goreng, mie ayam, dan bakso, serta minum jus apel, susu, dan teh.	Aku gamasak mancung pinyang, mikat karupuak, saliak paomuak, dan minum bancuang salak, susu, dan teh.
Hari ini, saya akan pergi ke pasar untuk membeli sayuran segar, kemudian saya akan menyimpannya di kulkas agar tidak cepat busuk, setelah itu saya akan memilih resep sayuran yang ingin saya masak malam ini, dan memulai persiapan bahan-bahannya.	Hari ini, adiak nyo akan dangui ke pasar untuak mangato gusto segar, terus adiak nyo bajadi tari kulkas so supoyo indak saparak busuak, lasiah basamoan resep gusto mana yang adiak nyo pingin masak malam ini, jo mulai buka bahan-bahannyo.
Mungkin tidak semua orang menyadari bahwa cinta, kesabaran, dan keberanian adalah kunci sukses untuk mencapai impian kita dalam hidup.	Sadoyo mungkin kada lai nanan mano urang sadari, bacinto, kaamboangan, jo keberanian ado lah kunci sukses nan indak mancai janji-diri dalam hiduak.
Kita harus membaca, menulis, dan berbicara dengan lancar bahasa Indonesia agar mampu berkomunikasi dengan baik dengan sesama warga negara.	Kito mambaca, manulis, dan mamancuang palan ba'aso Minangkabauikan, supayo kito suko mambicaro salamo wargo nagari dengan baik.
Setiap hari aku bangun pagi-pagi dan melakukan olahraga ringan seperti yoga atau jogging di pagi hari, kemudian aku mandi dan bersiap-siap untuk memulai hari dengan semangat yang penuh.	Sabalun harimo lah aku mandaki da manaratak subuh dan binjuang bekelipatan kayak yoga atau jogging di subuh na, lalu lah aku manduk da bojoangan dahulu untuak merintok harimo dengan semangat nan rancak.
Selama masa pandemi, banyak orang harus mengubah cara hidup dan bekerja mereka agar dapat beradaptasi dengan situasi yang tidak pasti, mulai dari memakai masker setiap saat, menjaga jarak sosial, hingga bekerja dari rumah jika memungkinkan.	Dalam masa pandemi ni, banyaklah orang tadi kene ubah sikap hidup dan karja dorang, supaya dorang dapat adapte dengan situasi yang tidak pasti, dari pakai masker 24 jam, menjage jarak sosial, sampai lah karja di rumah kalau boleh.
