Indonesian	Sundanese
.Semua orang di dunia ingin hidup bahagia dan sejahtera, oleh karena itu, mereka berusaha untuk bekerja keras, belajar secara terus menerus, merawat hubungan sosial, dan menghargai lingkungan sekitar dengan tujuan untuk menciptakan kehidupan yang nyaman dan damai.	.Sadaya urang di dunya teu acan nyebut kaayaan sareng kabhaktian, ieu téh nundutan manggihan-geus urang ngarah kalebet ngalaksanakeun ulah-keun barudak, telepon ngajar jeung upami ngahusaykeun sosial, nyaéta merhatikeun lingkungan calik nu sabenerna pikeun ngaropo-ngaroposkeun panon poék jalma sorangan anu geus damai jeung hadé.
Berjalan santai di taman sambil menikmati udara segar, melihat bunga-bunga indah yang berkembang, mendengarkan burung berkicau, dan merasakan angin yang lembut di wajah.	Ngalagena santai di taman sareng matak deui udara segar, nganengkeuh kembang kaleuleuyan nu nuktip, ngeusongan beak nu gigir, sareng niangkeun sumpon nu halus di wajah.
Kebanyakan orang di kota-kota besar lebih memilih beraktivitas di dalam ruangan seperti bekerja di kantor, belanja di mal, atau bersantai di kafe, sedangkan di pedesaan, banyak orang yang lebih senang berkebun, beternak, atau menghabiskan waktu di alam terbuka.	Katingalianna ti anak jalur wates di kota-kota gedé mangrupakeun aktipitas dina wewengkon dina ruangan saperti nambahan di kantor, sok belanja di mall, atanapi kehed nyantai dina kafe, mangrupakeun leuleus oge dina pedesaan, aya banyak ngaranna anu leuwih suka gaduh kebun, nyiara hewan , atanapi leungeun waktu dina alam napak.
.Ketika aku bangun di pagi hari, aku mandi dan menggosok gigi, memilih baju yang akan aku kenakan, kemudian sarapan dan pergi ke kantor dengan menggunakan kendaraan umum.	.Nalika abdi suaki di wengi hari, abdi muncat sareng menjangan gigir, nyampeurkeun baju anu keur abdi paké, lalu saper datang sarapan terus terusan ka kantor nganggo angkutan umum.
Saya sedang belajar bahasa Inggris, membaca buku tentang sejarah dunia, menulis esai tentang lingkungan hidup, dan mengikuti kursus musik secara online.	Abdi sanésna keur nyalira basa Inggris, nyadiakeun buku ngeunaan sajarah dunya, nulis esse ngeunaan lingkungan hidup, sareng ngikuti kursus musik dina lebet online.
Saya suka makan berbagai jenis makanan seperti nasi goreng, ayam goreng, mie goreng, sate, bakso, dan sambal.	Abdi resep ngarasakkeun sajaja ragam kuliner kaya nasi goreng, ayam goreng, mie goreng, sate, bakso, sareng sambal.
Seiring dengan meningkatnya populasi penduduk, pembangunan infrastruktur dan ekonomi semakin pesat, dan juga pertumbuhan teknologi dan penggunaan internet semakin tinggi.	Sorangan sareng kalangan kaseupan, pembangunan infrastruktur sareng ekonomi aya nambah unggul, sareng ogé pertumbuhan téknologi sareng panggunaan internet aya nambah tinggi.
Saya suka makan nasi campur yang terdiri dari nasi putih, sambal, ayam goreng, sayur lodeh, dan ikan bakar di warung dekat rumah saya.	Abdi nganakkeun ngarasa mangan nasi rames nu terdiri tina nasi sareseh, sambal, ayam goreng, sayur lodeh, sareng iwak badak di warung anu deket ku sowan abdi.
Hari ini saya bangun pagi-pagi sekali, kemudian saya mandi, mengenakan pakaian, dan membereskan kamar tidur sebelum sarapan.	Mangga ieu poé saya lamun ditrima, ayeuna abdi radiréjét élar subuh, ti dinya abdi disiram, dian élingkeun panjagaan, sareng ngarejékén kamar ti geus amger-todéng kalayan silihéut.
Saya suka makan nasi uduk dengan ayam goreng dan sambal, minumnya teh manis es dengan jeruk nipis, serta menikmati suasana malam di tepi pantai yang tenang dan indah.	Abdi sareng kaasup nasi uduk sareng ayam goreng sareng sambal, nyariteng minum teh manis es sareng jeruk nipis, ogé nikmati suasana kulawarga di tepi pantai nu urang isukkeun sareng indah.
Hari ini cuaca sangat cerah, langit biru cerah, dan matahari terlihat sangat terang di langit, sehingga membuat suasana hari ini sangat menyenangkan.	Dina ieu sinau raraos leutik-teuing, angkasa biru abdi mikir, sareng maenon wangi urang bolongkeun lamun awakna dina ieu sok sabaraha.
Pemerintah Indonesia sedang memperkuat infrastruktur dengan membangun jalan raya, jembatan, pelabuhan, dan bandara baru untuk mendukung pertumbuhan ekonomi dan mempermudah mobilitas penduduk di seluruh negeri.	Piagam Indonesia pacang nindakkeun infrastruktur ku ngabangun jalan raya, jambatan, palabuhan, sareng bandara anyar pikeun ngadukung pertumbuhan ekonomi sareng ngalancarkeun mobilitas wargi di sadaya nagari.
Saya senang musik, saya suka bermain gitar, saya hobi bernyanyi, saya tertarik dengan alat musik tradisional, saya belajar mengarang lagu, dan saya juga sering pergi ke konser.	Abdi suka musik, abdi geus murag boga gitar, abdi teh panglingkit nyanyi, abdi keur ngaratip dangan alat musik tradisional, abdi guru belajar nyatu lagu, sareng abdi ogé sering datang ka konser.
Hari ini, saya pergi ke pasar untuk membeli sayuran segar, bahan-bahan masakan, dan beberapa perlengkapan rumah tangga yang dibutuhkan.	Mangga ayeuna, abdi teuwer ka pasar pikeun nyokot sayur sareng beurat masakan nanasihan, sareng sababaraha perlengkapan rumah tangga anu dipikaresepkeun.
Hari itu cuaca sedang cerah, banyak orang sedang pergi ke pantai untuk menikmati sinar matahari dan berenang di laut, sementara beberapa orang lain memilih untuk berjalan-jalan di taman yang berada di dekat pantai.	Dipisarana, langit téh henteuna teu leutik, para warga aya anu bisa data dipanduan supaya bisa nyari siang sareng meresik kaulinan bareng sangsara, engké rangga, aya sababaraha anu ngalih iraga bisa mahlega di taman nu aya di anu di dekat pantai.
Saat ini, saya sedang menyelesaikan tugas kuliah, mempersiapkan presentasi bisnis, mengurus keperluan rumah tangga dan menjaga kesehatan tubuh dengan berolahraga dan makan makanan sehat setiap hari.	Ayeuna, abdi lagi ngulung téh tugas kuliah, ngayakeun presentasi bisnis, ngurus perlu rumah tangga jeung ngajaga kasehatan jantung deui ngajalankeun olah raga sarta nganjang makanan sehat kahirupan tiap poé.
Pada saat saya sedang menonton film, saya merasa sangat tenang dan rileks karena saya dapat melepaskan diri dari segala kegiatan yang menuntut energi, menghilangkan semua kekhawatiran, serta menciptakan suasana hati yang lebih baik.	Tempo téh, abdi lagina nyandak film, sagala haté abdi bujang dan ténang kawas bari tiasa meureuman diri ti kakaraan anu boga energi, ngadegkeun sagala kekhawatiran, sareng nesa kasoéan ngeunaan haté anu luhur.
.Saat ini, banyak orang memilih untuk menghabiskan waktu di rumah karena situasi pandemi yang terjadi di seluruh dunia, mereka memilih untuk jaga diri dan keluarga dari penyebaran virus dengan dengan cara menjaga jarak sosial, mencuci tangan dengan sabun dan air mengalir secara teratur, serta menghindari kerumunan dan berkumpul dengan orang banyak.	.Ayeuna, sareng-sareng badag dipeunteun pilih ngalakukeun wektu di luhur sakolaheun kabèh dunya ngan tong jaga diri nami nami, anu aya sareng-sareng ngajaga jarak sosial, nucik deui tangan ku sabun sareng aya ngalir salaku rutin, sareng nginditkeun kerumunan sareng ngeusian rame-rame.
Ketika saya bangun pagi-pagi dan mulai mempersiapkan diri untuk bekerja, saya merasakan udara segar dan semangat bersemangat dalam diri saya, seperti saya siap menghadapi segala tantangan hari ini.	Sanggeus abdi beungeut pagi-pagi jeung naroskeun diri pikeun ngeuyeuk ngalami, abdi nerasa udara basa segar sarta boyong ngajepuk dina ku nu kencang, kaya abdi teu beda hurang-ngalawan tantangan sabudeureun ieu.
Saya suka membaca buku di taman pada hari-hari yang cerah dan menyenangkan serta selalu berusaha untuk memahami isi dari buku tersebut dengan mendalami setiap kata yang ada di dalamnya.	Abdi gaduh maén angklung kaluarumah tapi maca buku di taman waktu cuaca terang lan asyik pamalih ulah pamekar nu aya di dinya ku ngabogaan tiap aksara nu luhur di dalahna.
.Saat aku sedang berjalan di taman, aku melihat burung merak yang indah dengan bulu biru kehijauan, kemudian aku merasa kagum oleh keindahan bunga-bunga liar yang tumbuh di tepi jalan, lalu aku juga terpesona melihat anak-anak yang sedang bermain bola di lapangan hijau yang luas.	.Upami abdi keur ngajalankeun di taman, abdi ngan ieu nempo burung merak nu cantik sareng bulu kawih ijo hijau, nalanjut abdi keur ngajanggurkeun naon indung bunga liar nu kulawarga di tepi jalan, sanés abdi ogé lumangsung ngirit nempo para anak gé-geusan atanapi main bola di lapangan ijo hijau nu geulis.
Para peneliti menemukan bahwa makanan yang sehat seperti sayur-sayuran dan buah-buahan dapat memberikan manfaat kesehatan yang signifikan seperti menurunkan risiko penyakit jantung, diabetes, dan kanker serta memperbaiki kualitas hidup manusia.	Para panaliti ngamimitian nu ngarandengan yén kerupuk nu sehat kaya sayuran sareng buah-buahan bisa ngagambarkeun damagé kasehatan nu lumrah saperti ngahurangkeun resiko pitinan jantung, diabetes, sareng kanker serta ngadamel kualitas pamijahan manusa.
Saya sering pergi ke taman untuk berolahraga, belajar tentang flora dan fauna, dan juga untuk bersantai di alam terbuka.	Kami biasa ngeureuyeuh ka taman pikeun ngajanten sakedap lebih badé, mimitian nu kenehna, sareng ogé pikeun rumariakan nalika terang bulan.
Saya ingin membeli baju baru, sepatu baru, dan tas baru sehingga saya bisa tampil lebih modis dan percaya diri di acara penting yang akan saya hadiri.	Abdi boga keur nyarios jas anyar, sepatu anyar, sareng poho anyar supaya abdi bisa ngarobah ala sareng kahartina di acara penting nu bakal abdi hadirkeun.
Hari ini, saya bangun pagi-pagi untuk melakukan olahraga, kemudian mandi dan sarapan, lalu bekerja di depan komputer sepanjang hari.	Mangga dinten, abdi metu cacanan pisan kanggo ngajaga kesehatan, terus acan sareng mangan, teu nanaon balik nyambut kana komputer saesana.
Dia adalah seorang yang rajin belajar, selalu membaca banyak buku, dan aktif mengikuti berbagai kegiatan sosial di komunitasnya.	Aya anu kuwa sih urang téh ieu kudu janten ngaransa murid, selalu teu ngaleungitkeun rémén rékaan, sareng aktif mindaharakéun kakara sosial di kawas ku urangna.
Dia sedang membaca buku, mendengarkan musik dan membalas pesan di ponselnya.	Aya nu nyumput buku, nge-dengerin musik sareng narima pesen di handphonena.
.Taman yang indah dan ramai dengan orang-orang yang bahagia dan bersemangat untuk menikmati keindahan alam sambil berolahraga di pagi yang cerah dan menyegarkan udara.	.Saparakanca nu rimbun jeung happy, tihang sanes kaunggulan alam sarta urek-urek geus tumurun ka sadayana gos koneng kaasupan dina sajajaran anu cerah jeung lungsur udara.
Saya suka makan nasi goreng, mie goreng, dan ayam goreng saat makan malam di restoran yang baru dibuka di dekat rumah saya.	Abdi sok musuhe nasi goreng, mie goreng, sareng ayam tulang lunak kalayan cemilan anu anyar dibuka disituna hiji haté, nalika silih telu sahari.
Ibu memasak nasi putih, ayah membersihkan ikan, kakak menyapu lantai, adek memotong sayuran, dan saya menyiapkan meja makan.	Ibuku ngolah nasi putih, bapak nyucikeun bilih, kaadeupleuari lantai, adek mungkihkeun sayuran, sareng abdi moalahankeun meja mangan.
Para guru di sekolah tersebut mengajar dengan penuh semangat dan dedikasi untuk membantu murid-muridnya meraih prestasi yang gemilang, sementara para siswa belajar dengan tekun dan disiplin untuk mencapai cita-cita mereka di masa depan.	Kuring, para bakda saya kagungan rasa sareng dedikasi pikeun mibantu siswa-siswa baheula mapan sareng nagara, pancen siswa-siswa nu mikir sareng timpal-timpal sabar sareng mubeng kecapak pikeun ngahirupkeun impian-impian aranjeunna sareng kualitas hidup nu leuwih sinenggeh.
.Banyak orang yang menerapkan pola makan sehat dengan mengonsumsi makanan yang kaya nutrisi serta melakukan olahraga secara rutin agar tetap sehat dan bugar.	.Beberapa urang geus nguapulan pola makan sehat ku ngaliwatan ngonsumsiéh lauk pauk mangrupa leutik nutrisi sanés kénéh ngajalankeun olaharaga tiap waktu pikeun kawasa ngaliwatan saluyu sareng lahir bedil.
.Saat saya bangun di pagi hari, saya membersihkan gigi, mandi, dan mencuci wajah lalu bersiap-siap untuk pergi ke kantor dengan menggunakan kendaraan pribadi atau transportasi umum, menghindari macet di jalan, dan memeriksa jadwal rapat dan tugas yang harus diselesaikan hari ini.	.Sakumaha abdi soca di kumaha ayana, abdi ngirangan gigi, mandi, sareng ngulap diri tah lalu ngadarakeun dumasarna pikeun tilu-tiga, nuntun macet di jalan, sareng ngagambar jadwal rapat sareng panugrahan nu kedah disumping heuteuleu.
Saya senang makan nasi goreng, minum es teh manis, dan menikmati suasana santai di warung sederhana yang terletak di pinggir jalan raya yang ramai.	Urang geulis mah remas golek nasik goreng, ngalalana teh manis, sareng nyasatkeun nuansa leutik di warung sederhana nu terletak di pinggir jalan raya nu rame.
Saya suka makan nasi goreng, mie goreng, dan bami goreng karena semua hidangan tersebut sangat lezat dan mengenyangkan.	Abdi doya mangan nasi goreng, mie goreng, sareng bami goreng tandang sadaya sajarah atosna teu ngeunaan sarebu sareng
Kita harus selalu berusaha dengan gigih, belajar dengan tekun, menghadapi rintangan dengan sabar, dan mencapai tujuan dengan penuh semangat.	Kami kudu ngabantos dangan abdi-adol, kagiatan dangan kecekatan, ngadepkeun halangan dangan rasa sabar, sareng nyebutkeun of bosan dangan pameget.
.Para remaja di lingkungan sekitar sekolah banyak yang gemar menghabiskan waktu dengan bermain gadget, sedangkan para orang tua cenderung lebih menyukai membaca buku atau mengikuti kegiatan sosial di lingkungan sekitar mereka.	.Anak remaja di lingkungan sekitar sekolah ogé aya nu tiasa ngahibur waktu ku nyabut gadget, nanging wargi tetep cenderung tiasa nelu jolin laler ngabantun sosialan di lingkungan sanés.
Sebagai seorang mantan mahasiswa, saya mengakui bahwa belajar di perguruan tinggi membawa banyak manfaat dalam mengembangkan kemampuan dan mempersiapkan diri untuk menghadapi dunia kerja di masa depan.	Mangrupikeun wargi mantén mahasiswa, abdi nyaho yén belajar di perguruan tinggi utamana nu anyar janten sorangan balikna paéhna manfaat pikeun ngembangan kawasanna sareng ngahiji-persiapkeun dirina pikeun ngahadéan dunya kerja kana kaempatna.
Hari itu aku bangun pagi-pagi, membersihkan kamar tidur, memasak sarapan, dan mandi sebelum pergi ke kantor.	Rabi eta abdi misuh pagi-pagi, ngarapikeun sajarah tidur, ngamisas rada, sareng mandi sateuacana luluhur ke kantor.
Gereja di kota ini tidak hanya digunakan sebagai tempat ibadah, tetapi juga sebagai pusat kegiatan sosial masyarakat, tempat bermain anak-anak, dan tempat berkumpulnya orang-orang dalam acara-acara tertentu.	Gereja di kota ieu henteuna teu sahiji nu kagungan pikeun tempat ibadah, tapi ogé kagungan puseur kagiatan sosial kahijiangan, tempat mimiti anak, sareng tempat ngumpulna orang dina acara-acara nangtung.
Kebiasaan yang kurang baik seperti merokok, minum alkohol, dan begadang bisa berdampak negatif pada kesehatan dan menyebabkan penyakit, sementara mempertahankan pola makan yang seimbang, rutin olahraga, dan tidur yang cukup dapat membuat tubuh menjadi sehat dan bugar.	Dialek bahasa Sunda - Kaceremitan anu teu bener kaya ngaleupas, mikeul anggur, sarembong iraha bisa ngaruh negatip ka-kasehatan sareng nambahan berkasus panyakit, nalika ngalola datang kalebet cara kbarengan, olahraga régel, sareng masuk bed (tidur) anu cukup bisa nyiptakeun badan anu kasehatan sareng seger.
Banyak orang yang tertarik dengan olahraga, mulai dari yang suka berlari di pagi hari, hingga yang gemar bermain sepak bola di lapangan hijau, dan ada juga yang menikmati berenang di kolam renang selama berjam-jam.	Sangsara nu kakara ugamo olahraga, tina nu kapanjakeun lulugu di sajarah pagi, ka anu suka ngalungtik bola di lapangan ijo, sabab mangga boga nu ngangkat ka pangkolotan mandanangan wates-watesna di kolam renang selama-jam.
Saya suka berjalan-jalan di pantai, membaca buku di taman, dan menonton film di bioskop.	Abdi geuning suka tuang piknik di pantai, magejeren buku di taman, sareng kasaksi pilem di bioskop.
Siswa-siswa yang berprestasi baik dalam akademik, olahraga, atau seni, akan menerima penghargaan yang pantas untuk merayakan kerja keras dan dedikasi mereka dalam mengejar impian mereka.	Murid-murid anu ngambangkeun prestasi pondok dina akademik, olahraga, atanapi seni, bakal ngarékaan puji anu pas henteu tara sorangan pikeun ngadegkeun janggeul sareng kakawasaanana dina ngarebut impianna.
